标题／微博内容,信息属性,原创/转发,发布日期,原微博内容,认证类型,地域,城市,性别,全文内容,粉丝数,微博数,转,评,赞,话题,微博情绪,精准地域,中图地址,MD5-作者ID,MD5-mid,MD5-根微博mid,MD5-根微博用户UID,MD5-父微博ID,MD5-父微博用户ID
转发微博 ,非敏感,转发,2020/11/13 23:51,@长三角铁路 #合安高铁开始试运行# 今天上午7点40分，G55401次合安高铁试运行动车组列车从合肥南站出发，中途停靠肥西站，上午8点41分到达安庆站，小编全程跟车体验，最新体验视频来啦！一起来看看合肥安庆间的高铁速度吧[馋嘴][馋嘴][馋嘴]，从外面的场景你能判断出都是哪里取的景呢[挖鼻]#在路上看中国# @中国铁路 @微博交通 ??? http://t.cn/A6GS8Xxz,普通,广东,广州,男,转发微博 【原微博】 @长三角铁路 #合安高铁开始试运行# 今天上午7点40分，G55401次合安高铁试运行动车组列车从合肥南站出发，中途停靠肥西站，上午8点41分到达安庆站，小编全程跟车体验，最新体验视频来啦！一起来看看合肥安庆间的高铁速度吧[馋嘴][馋嘴][馋嘴]，从外面的场景你能判断出都是哪里取的景呢[挖鼻]#在路上看中国# @中国铁路 @微博交通 ??? http://t.cn/A6GS8Xxz,118,35,0,0,0,在路上看中国;合安高铁开始试运行,中性,其他, ,f25741116d38dcd5d9267953500c5b21,81bcaa7cb89cd06cba4731032edb2a9f,feb496722d871dc0cc907788feeddfd5,5c0eeb200f7932f5c763e5c4598e99a4,feb496722d871dc0cc907788feeddfd5,5c0eeb200f7932f5c763e5c4598e99a4
到我家门口的那个高铁早点开通哈[泪]希望别太贵 ,非敏感,转发,2020/11/13 23:57,@合肥头条 【#合安高铁今天试运行#  】11月13日7时40分，G55401次动车组列车从合肥南沪蓉场出发，沿着合肥至安庆高速铁路，驶向千年古城、“黄梅戏”故乡——安庆。进行运行图参数等项目测试，这标志着合安高铁正式进入试运行阶段。距离12月中旬，线路具备开通运营条件的目标，越来越近。 ??,普通,安徽,合肥,女,到我家门口的那个高铁早点开通哈[泪]希望别太贵 【原微博】 @合肥头条 【#合安高铁今天试运行#  】11月13日7时40分，G55401次动车组列车从合肥南沪蓉场出发，沿着合肥至安庆高速铁路，驶向千年古城、“黄梅戏”故乡——安庆。进行运行图参数等项目测试，这标志着合安高铁正式进入试运行阶段。距离12月中旬，线路具备开通运营条件的目标，越来越近。 ??,281,326,0,0,0,合安高铁今天试运行,中性,其他,"[http://wx2.sinaimg.cn/bmiddle/964cd460ly1gknaao0wz1j20u06e51ky.jpg""]""",1a44f8e6498c68772accd11a1295decb,59fed8cc11879da5420971872f28e0f4,15ec6b20064938395c1d6f68d035ebe8,02651f3ad6b8fc3f3e05b2f3b102cbfc,15ec6b20064938395c1d6f68d035ebe8,02651f3ad6b8fc3f3e05b2f3b102cbfc
转发微博 ,非敏感,转发,2020/11/14 0:06,@合肥看点 【#合肥#始发的高铁试运行！全程仅需1小时】今天早晨7点40分，合安高铁第一趟试运行列车从合肥南站出发，驶向千年古城、“黄梅戏”故乡安庆，全程用时1小时！作为安徽省首次自主投资为主建设的高铁项目，这条高铁线开通在即。#合安高铁今天试运行# http://t.cn/R2WxOni http://t.cn/A6GSrMCh ??,普通,广东,东莞,男,转发微博 【原微博】 @合肥看点 【#合肥#始发的高铁试运行！全程仅需1小时】今天早晨7点40分，合安高铁第一趟试运行列车从合肥南站出发，驶向千年古城、“黄梅戏”故乡安庆，全程用时1小时！作为安徽省首次自主投资为主建设的高铁项目，这条高铁线开通在即。#合安高铁今天试运行# http://t.cn/R2WxOni http://t.cn/A6GSrMCh ??,602,4736,0,0,0,合安高铁今天试运行;合肥,中性,其他, ,d6e2b1a0511046152d7a9d89e85260bc,37a4bbe8f164e8e78a787af6e12c8961,7f4c5a90b79b2bdf7213ede425a5e15e,30164589befe04efd90dc8fad3c56971,7f4c5a90b79b2bdf7213ede425a5e15e,30164589befe04efd90dc8fad3c56971
牛批桐城 ,非敏感,转发,2020/11/14 0:07,@合肥看点 【#合肥#始发的高铁试运行！全程仅需1小时】今天早晨7点40分，合安高铁第一趟试运行列车从合肥南站出发，驶向千年古城、“黄梅戏”故乡安庆，全程用时1小时！作为安徽省首次自主投资为主建设的高铁项目，这条高铁线开通在即。#合安高铁今天试运行# http://t.cn/R2WxOni http://t.cn/A6GSrMCh ??,普通,河北,保定,女,牛批桐城 【原微博】 @合肥看点 【#合肥#始发的高铁试运行！全程仅需1小时】今天早晨7点40分，合安高铁第一趟试运行列车从合肥南站出发，驶向千年古城、“黄梅戏”故乡安庆，全程用时1小时！作为安徽省首次自主投资为主建设的高铁项目，这条高铁线开通在即。#合安高铁今天试运行# http://t.cn/R2WxOni http://t.cn/A6GSrMCh ??,2,149,0,0,0,合安高铁今天试运行;合肥,喜悦,"安徽省,安徽,桐城,桐城市,安庆市,安庆", ,4a9438e4b7636df5d2310587a4880aac,99647c74622788ccf6c3a5bdf68a022a,7f4c5a90b79b2bdf7213ede425a5e15e,30164589befe04efd90dc8fad3c56971,7f4c5a90b79b2bdf7213ede425a5e15e,30164589befe04efd90dc8fad3c56971
#合安高铁开始试运行# http://t.cn/A6GKPZV2 ，中途停靠肥西站，上午8点41分到达安庆站，小编全程跟车体验，最新体验视频来啦！一起来看看合肥安庆间的高铁速度吧[馋嘴][馋嘴][馋嘴]，从外面的场景你能判断出都是哪里取的景呢[挖鼻]#在路上看中国# @中国铁路 @微博交通 @长三角铁路  #一起奚戏#  ??? http://t.cn/A6GS8Xxz,非敏感,原创,2020/11/14 0:10, ,蓝V,安徽,合肥,女,#合安高铁开始试运行# http://t.cn/A6GKPZV2 ，中途停靠肥西站，上午8点41分到达安庆站，小编全程跟车体验，最新体验视频来啦！一起来看看合肥安庆间的高铁速度吧[馋嘴][馋嘴][馋嘴]，从外面的场景你能判断出都是哪里取的景呢[挖鼻]#在路上看中国# @中国铁路 @微博交通 @长三角铁路  #一起奚戏#  ??? http://t.cn/A6GS8Xxz,12021,4794,0,3,5,在路上看中国;合安高铁开始试运行;一起奚戏,中性,"安徽省,安徽,安庆,合肥,安庆市,合肥市", ,416c9d14c47d4c3e7e1bb253bdde0fd3,6b4ffbe51f8cf48d4d58242a3d88b903,,,,
转发微博 ,非敏感,转发,2020/11/14 0:14,@长三角铁路 #合安高铁开始试运行# 今天上午7点40分，G55401次合安高铁试运行动车组列车从合肥南站出发，中途停靠肥西站，上午8点41分到达安庆站，小编全程跟车体验，最新体验视频来啦！一起来看看合肥安庆间的高铁速度吧[馋嘴][馋嘴][馋嘴]，从外面的场景你能判断出都是哪里取的景呢[挖鼻]#在路上看中国# @中国铁路 @微博交通 ??? http://t.cn/A6GS8Xxz,普通,青海,西宁,男,转发微博 【原微博】 @长三角铁路 #合安高铁开始试运行# 今天上午7点40分，G55401次合安高铁试运行动车组列车从合肥南站出发，中途停靠肥西站，上午8点41分到达安庆站，小编全程跟车体验，最新体验视频来啦！一起来看看合肥安庆间的高铁速度吧[馋嘴][馋嘴][馋嘴]，从外面的场景你能判断出都是哪里取的景呢[挖鼻]#在路上看中国# @中国铁路 @微博交通 ??? http://t.cn/A6GS8Xxz,67,449,0,0,0,在路上看中国;合安高铁开始试运行,中性,其他, ,19e96cbd9b6bf35bbc9806cd2b2a8ace,e66b01cf4263a6ca51f9f50dc92bb39b,feb496722d871dc0cc907788feeddfd5,5c0eeb200f7932f5c763e5c4598e99a4,feb496722d871dc0cc907788feeddfd5,5c0eeb200f7932f5c763e5c4598e99a4
转发微博 ,非敏感,转发,2020/11/14 2:04,@长三角铁路 #合安高铁开始试运行# 上午8点41分，试运行列车到达终点站安庆站。试运行是按试验大纲要求，原则上利用不少于一个月的时间，进行列车运行图参数测试、故障模拟、应急救援演练、按图行车试验等项目测试，为正式开通运营提供科学依据。试运行使用的列车与正式开通运行的动车组列车基本一致，不同的是，运行试验列车是模拟办理客运业务。合安高铁已经试运行啦！离开通就更近啦！让我们期待正式开通后，相约来打卡吧！#在路上看中国#? @中国铁路 @微博交通 http://t.cn/A6GSYhOd,普通,浙江,衢州,男,转发微博 【原微博】 @长三角铁路 #合安高铁开始试运行# 上午8点41分，试运行列车到达终点站安庆站。试运行是按试验大纲要求，原则上利用不少于一个月的时间，进行列车运行图参数测试、故障模拟、应急救援演练、按图行车试验等项目测试，为正式开通运营提供科学依据。试运行使用的列车与正式开通运行的动车组列车基本一致，不同的是，运行试验列车是模拟办理客运业务。合安高铁已经试运行啦！离开通就更近啦！让我们期待正式开通后，相约来打卡吧！#在路上看中国#? @中国铁路 @微博交通 http://t.cn/A6GSYhOd,0,972,0,0,0,在路上看中国;合安高铁开始试运行,喜悦,其他, ,063c861e7292fc75b22d45219fa62a24,58d69ebbc0d92b0330ce055cd0f61dfc,9f3dfaf43940263a8922701ba3ed4cfa,5c0eeb200f7932f5c763e5c4598e99a4,9f3dfaf43940263a8922701ba3ed4cfa,5c0eeb200f7932f5c763e5c4598e99a4
转发微博 ,非敏感,转发,2020/11/14 2:36,@新安晚报 【#合安高铁启动1个月试运行#：12月中旬开通运营 合肥至安庆40分钟】11月13日，合安高铁进入试运行阶段，12月中旬具备开通运营条件。合安高铁设计时速350公里，正线全长162公里，设新合肥西、肥西、舒城东、庐江西、桐城东、桐城南等站，开通后合肥至安庆仅需40分钟。#合安高铁进入开通倒计时#，期待吗？http://t.cn/A6GSTRqi,普通,安徽, ,男,转发微博 【原微博】 @新安晚报 【#合安高铁启动1个月试运行#：12月中旬开通运营 合肥至安庆40分钟】11月13日，合安高铁进入试运行阶段，12月中旬具备开通运营条件。合安高铁设计时速350公里，正线全长162公里，设新合肥西、肥西、舒城东、庐江西、桐城东、桐城南等站，开通后合肥至安庆仅需40分钟。#合安高铁进入开通倒计时#，期待吗？http://t.cn/A6GSTRqi,0,44,0,0,0,合安高铁启动1个月试运行;合安高铁进入开通倒计时,中性,其他,"[http://wx1.sinaimg.cn/bmiddle/001Uy0Wgly1gkn9fruei3j61900u04qv02.jpg""&&&&""http://wx3.sinaimg.cn/bmiddle/001Uy0Wgly1gkn9fr0909j60gm0bd7cw02.jpg""&&&&""http://wx3.sinaimg.cn/bmiddle/001Uy0Wgly1gkn9fqzk71j60c806v0u302.jpg""&&&&""http://wx2.sinaimg.cn/bmiddle/001Uy0Wgly1gkn9fqzp26j60c806vq4502.jpg""&&&&""http://wx2.sinaimg.cn/bmiddle/001Uy0Wgly1gkn9fsrx4qj60ks0fzds602.jpg""&&&&""http://wx3.sinaimg.cn/bmiddle/001Uy0Wgly1gkn9fvrp8mj60gh0braj302.jpg""&&&&""http://wx3.sinaimg.cn/bmiddle/001Uy0Wgly1gkn9g1si5zj60qh0evgro02.jpg""&&&&""http://wx4.sinaimg.cn/bmiddle/001Uy0Wgly1gkn9g1tonoj60o80e6jz702.jpg""&&&&""http://wx1.sinaimg.cn/bmiddle/001Uy0Wgly1gkn9fvt3k1j60gh0aqwnz02.jpg""]""",9b1ac8c89a380ca1ef8f2721a4d5903d,a6d3692af31aeb4834c9c38dac2b74bc,3a0c09e77a755747d3df84b3874afe8b,e4de4b0bd872b27186a47ea028440c7f,3a0c09e77a755747d3df84b3874afe8b,e4de4b0bd872b27186a47ea028440c7f
庐江高铁时代终于到来了[鼓掌] ,非敏感,转发,2020/11/14 3:00,@铁路播报员 【最新：#合安高铁# 今天起开始试运行】11月13日7时40分，G55401次动车组列车从合肥南沪蓉场驶向千年古城、“黄梅戏”故乡安庆，进行运行图参数等项目测试，这标志着合安高铁正式进入试运行阶段。预计12月中旬，合安高铁具备开通运营条件。 ??,普通,安徽, ,男,庐江高铁时代终于到来了[鼓掌] 【原微博】 @铁路播报员 【最新：#合安高铁# 今天起开始试运行】11月13日7时40分，G55401次动车组列车从合肥南沪蓉场驶向千年古城、“黄梅戏”故乡安庆，进行运行图参数等项目测试，这标志着合安高铁正式进入试运行阶段。预计12月中旬，合安高铁具备开通运营条件。 ??,0,0,0,0,0,合安高铁,中性,其他,"[http://wx3.sinaimg.cn/bmiddle/a5da6fa6gy1gkn9xgfzh6j20u00mimyi.jpg""&&&&""http://wx1.sinaimg.cn/bmiddle/a5da6fa6gy1gkn9xkwraej20p30jbgzq.jpg""]""",3db632b90211c5c5d80b00dd466e4db7,741134c25fb338c129d704331e23eb83,7e976314de9591896185ffd40b732af3,b053aaa40fd3f4d7e587f2ff0dbdc1a8,7e976314de9591896185ffd40b732af3,b053aaa40fd3f4d7e587f2ff0dbdc1a8
转发微博 ,非敏感,转发,2020/11/14 3:14,@新安晚报 【#合安高铁启动1个月试运行#：12月中旬开通运营 合肥至安庆40分钟】11月13日，合安高铁进入试运行阶段，12月中旬具备开通运营条件。合安高铁设计时速350公里，正线全长162公里，设新合肥西、肥西、舒城东、庐江西、桐城东、桐城南等站，开通后合肥至安庆仅需40分钟。#合安高铁进入开通倒计时#，期待吗？http://t.cn/A6GSTRqi,普通,安徽, ,男,转发微博 【原微博】 @新安晚报 【#合安高铁启动1个月试运行#：12月中旬开通运营 合肥至安庆40分钟】11月13日，合安高铁进入试运行阶段，12月中旬具备开通运营条件。合安高铁设计时速350公里，正线全长162公里，设新合肥西、肥西、舒城东、庐江西、桐城东、桐城南等站，开通后合肥至安庆仅需40分钟。#合安高铁进入开通倒计时#，期待吗？http://t.cn/A6GSTRqi,0,51,0,0,0,合安高铁启动1个月试运行;合安高铁进入开通倒计时,中性,其他,"[http://wx1.sinaimg.cn/bmiddle/001Uy0Wgly1gkn9fruei3j61900u04qv02.jpg""&&&&""http://wx3.sinaimg.cn/bmiddle/001Uy0Wgly1gkn9fr0909j60gm0bd7cw02.jpg""&&&&""http://wx3.sinaimg.cn/bmiddle/001Uy0Wgly1gkn9fqzk71j60c806v0u302.jpg""&&&&""http://wx2.sinaimg.cn/bmiddle/001Uy0Wgly1gkn9fqzp26j60c806vq4502.jpg""&&&&""http://wx2.sinaimg.cn/bmiddle/001Uy0Wgly1gkn9fsrx4qj60ks0fzds602.jpg""&&&&""http://wx3.sinaimg.cn/bmiddle/001Uy0Wgly1gkn9fvrp8mj60gh0braj302.jpg""&&&&""http://wx3.sinaimg.cn/bmiddle/001Uy0Wgly1gkn9g1si5zj60qh0evgro02.jpg""&&&&""http://wx4.sinaimg.cn/bmiddle/001Uy0Wgly1gkn9g1tonoj60o80e6jz702.jpg""&&&&""http://wx1.sinaimg.cn/bmiddle/001Uy0Wgly1gkn9fvt3k1j60gh0aqwnz02.jpg""]""",d60e4eaa06afd1e51e294d3f7c14e0a1,1ce62cb135fb87c63bcad4de7eea9570,3a0c09e77a755747d3df84b3874afe8b,e4de4b0bd872b27186a47ea028440c7f,3a0c09e77a755747d3df84b3874afe8b,e4de4b0bd872b27186a47ea028440c7f
转发微博 ,非敏感,转发,2020/11/14 3:44,@合肥看点 【#合肥#始发的高铁试运行！全程仅需1小时】今天早晨7点40分，合安高铁第一趟试运行列车从合肥南站出发，驶向千年古城、“黄梅戏”故乡安庆，全程用时1小时！作为安徽省首次自主投资为主建设的高铁项目，这条高铁线开通在即。#合安高铁今天试运行# http://t.cn/R2WxOni http://t.cn/A6GSrMCh ??,普通,安徽, ,男,转发微博 【原微博】 @合肥看点 【#合肥#始发的高铁试运行！全程仅需1小时】今天早晨7点40分，合安高铁第一趟试运行列车从合肥南站出发，驶向千年古城、“黄梅戏”故乡安庆，全程用时1小时！作为安徽省首次自主投资为主建设的高铁项目，这条高铁线开通在即。#合安高铁今天试运行# http://t.cn/R2WxOni http://t.cn/A6GSrMCh ??,0,49,0,0,0,合安高铁今天试运行;合肥,中性,其他, ,3df5c7f2b79e964bf1dffa0f7172b7ed,343a9b4b678002d39d26e999d37a260b,7f4c5a90b79b2bdf7213ede425a5e15e,30164589befe04efd90dc8fad3c56971,7f4c5a90b79b2bdf7213ede425a5e15e,30164589befe04efd90dc8fad3c56971
转发微博 ,非敏感,转发,2020/11/14 4:05,@新安晚报 【#合安高铁启动1个月试运行#：12月中旬开通运营 合肥至安庆40分钟】11月13日，合安高铁进入试运行阶段，12月中旬具备开通运营条件。合安高铁设计时速350公里，正线全长162公里，设新合肥西、肥西、舒城东、庐江西、桐城东、桐城南等站，开通后合肥至安庆仅需40分钟。#合安高铁进入开通倒计时#，期待吗？http://t.cn/A6GSTRqi,普通,安徽, ,男,转发微博 【原微博】 @新安晚报 【#合安高铁启动1个月试运行#：12月中旬开通运营 合肥至安庆40分钟】11月13日，合安高铁进入试运行阶段，12月中旬具备开通运营条件。合安高铁设计时速350公里，正线全长162公里，设新合肥西、肥西、舒城东、庐江西、桐城东、桐城南等站，开通后合肥至安庆仅需40分钟。#合安高铁进入开通倒计时#，期待吗？http://t.cn/A6GSTRqi,0,49,0,0,0,合安高铁启动1个月试运行;合安高铁进入开通倒计时,喜悦,其他,"[http://wx1.sinaimg.cn/bmiddle/001Uy0Wgly1gkn9fruei3j61900u04qv02.jpg""&&&&""http://wx3.sinaimg.cn/bmiddle/001Uy0Wgly1gkn9fr0909j60gm0bd7cw02.jpg""&&&&""http://wx3.sinaimg.cn/bmiddle/001Uy0Wgly1gkn9fqzk71j60c806v0u302.jpg""&&&&""http://wx2.sinaimg.cn/bmiddle/001Uy0Wgly1gkn9fqzp26j60c806vq4502.jpg""&&&&""http://wx2.sinaimg.cn/bmiddle/001Uy0Wgly1gkn9fsrx4qj60ks0fzds602.jpg""&&&&""http://wx3.sinaimg.cn/bmiddle/001Uy0Wgly1gkn9fvrp8mj60gh0braj302.jpg""&&&&""http://wx3.sinaimg.cn/bmiddle/001Uy0Wgly1gkn9g1si5zj60qh0evgro02.jpg""&&&&""http://wx4.sinaimg.cn/bmiddle/001Uy0Wgly1gkn9g1tonoj60o80e6jz702.jpg""&&&&""http://wx1.sinaimg.cn/bmiddle/001Uy0Wgly1gkn9fvt3k1j60gh0aqwnz02.jpg""]""",ba7207858685502f413dde9554fe8374,f05330edc088ac862635b9cf1a73fd81,3a0c09e77a755747d3df84b3874afe8b,e4de4b0bd872b27186a47ea028440c7f,3a0c09e77a755747d3df84b3874afe8b,e4de4b0bd872b27186a47ea028440c7f
转发微博 ,非敏感,转发,2020/11/14 4:38,@安庆市图书馆 #合安高铁今天试运行#【#合肥#始发的高铁试运行！全程仅需1小时】今天早晨7点40分，合安高铁第一趟试运行列车从合肥南站出发，驶向千年古城、“黄梅戏”故乡安庆，全程用时1小时！作为安徽省首次自主投资为主建设的高铁项目，这条高铁线开通在即。@合肥看点  http://t.cn/A6GSrMCh ? ??,普通,安徽,安庆,男,转发微博 【原微博】 @安庆市图书馆 #合安高铁今天试运行#【#合肥#始发的高铁试运行！全程仅需1小时】今天早晨7点40分，合安高铁第一趟试运行列车从合肥南站出发，驶向千年古城、“黄梅戏”故乡安庆，全程用时1小时！作为安徽省首次自主投资为主建设的高铁项目，这条高铁线开通在即。@合肥看点  http://t.cn/A6GSrMCh ? ??,0,80,0,0,0,合安高铁今天试运行;合肥,中性,其他, ,7029be20d1fa81b5bec9407106ce29a2,1893cb155bea34add746a23841dd603e,afae3cbaec66ebcbae1b7f7372aaa9fc,95d7889396eda3761bb1f7dd5a8c2f7d,afae3cbaec66ebcbae1b7f7372aaa9fc,95d7889396eda3761bb1f7dd5a8c2f7d
今天（11月13日）7时40分，G55401次动车组列车从合肥南沪蓉场出发，沿着合肥至安庆高速铁路，驶向千年古城、“黄梅戏”故乡——安庆方向，进行运行图参数等项目测试。这标志着合安高铁正式进入试运行阶段，距离12月中旬线路具备开通运营条件时间越来越近。 http://t.cn/A6GKygeA ??,非敏感,原创,2020/11/14 5:00, ,普通,安徽,芜湖,男,今天（11月13日）7时40分，G55401次动车组列车从合肥南沪蓉场出发，沿着合肥至安庆高速铁路，驶向千年古城、“黄梅戏”故乡——安庆方向，进行运行图参数等项目测试。这标志着合安高铁正式进入试运行阶段，距离12月中旬线路具备开通运营条件时间越来越近。 http://t.cn/A6GKygeA ??,84,2149,0,0,0, ,中性,"安徽省,安徽,合肥,安庆,合肥市,安庆市", ,f7280fe37b328b6f5a581aead0dd3f10,972a8b2bd266a8013871328474552be0,,,,
【中国铁路：合安高铁开始试运行，预计 12 月中旬开通运营，设计时速 350 公里】试运行期间将进行列车运行图参数测试、故障模拟、按图行车试验、应急救援演练等项目测试，随后将 - 分享自 @IT之家 下载APP立得金币换豪礼！下载：http://t.cn/RmZb09y 详情： http://t.cn/RSHvRGY ??,非敏感,原创,2020/11/14 6:05, ,普通,湖北,武汉,女,【中国铁路：合安高铁开始试运行，预计 12 月中旬开通运营，设计时速 350 公里】试运行期间将进行列车运行图参数测试、故障模拟、按图行车试验、应急救援演练等项目测试，随后将 - 分享自 @IT之家 下载APP立得金币换豪礼！下载：http://t.cn/RmZb09y 详情： http://t.cn/RSHvRGY ??,83,21070,0,0,0, ,中性,其他, ,1f1e445cf9903a50927b9660772a7238,9ce20a56343ebb2bcd38386acef690f4,,,,
转发微博 ,非敏感,转发,2020/11/14 6:30,@合肥看点 【#合肥#始发的高铁试运行！全程仅需1小时】今天早晨7点40分，合安高铁第一趟试运行列车从合肥南站出发，驶向千年古城、“黄梅戏”故乡安庆，全程用时1小时！作为安徽省首次自主投资为主建设的高铁项目，这条高铁线开通在即。#合安高铁今天试运行# http://t.cn/R2WxOni http://t.cn/A6GSrMCh ??,普通,安徽, ,男,转发微博 【原微博】 @合肥看点 【#合肥#始发的高铁试运行！全程仅需1小时】今天早晨7点40分，合安高铁第一趟试运行列车从合肥南站出发，驶向千年古城、“黄梅戏”故乡安庆，全程用时1小时！作为安徽省首次自主投资为主建设的高铁项目，这条高铁线开通在即。#合安高铁今天试运行# http://t.cn/R2WxOni http://t.cn/A6GSrMCh ??,0,44,0,0,0,合安高铁今天试运行;合肥,中性,其他, ,b92b2d17255da00050e74cd9db4a06e8,2c0aa2e53fabf0edf408558361ace94f,7f4c5a90b79b2bdf7213ede425a5e15e,30164589befe04efd90dc8fad3c56971,7f4c5a90b79b2bdf7213ede425a5e15e,30164589befe04efd90dc8fad3c56971
转发微博 ,非敏感,转发,2020/11/14 6:32,@长三角铁路 #合安高铁开始试运行# 上午7点20分，G55401次动车组已经停靠合肥南站10号站台，列车将于7点40分，从合肥南站出发，中途停靠肥西站，预计上午8点46分到达安庆站。#在路上看中国# @中国铁路 @微博交通 ??,普通,浙江, ,女,转发微博 【原微博】 @长三角铁路 #合安高铁开始试运行# 上午7点20分，G55401次动车组已经停靠合肥南站10号站台，列车将于7点40分，从合肥南站出发，中途停靠肥西站，预计上午8点46分到达安庆站。#在路上看中国# @中国铁路 @微博交通 ??,127,2786,0,0,0,在路上看中国;合安高铁开始试运行,中性,其他,"[http://wx1.sinaimg.cn/bmiddle/726c1f87ly1gkn6tta4qgj21400u0dpo.jpg""&&&&""http://wx1.sinaimg.cn/bmiddle/726c1f87ly1gkn6trz6q6j21400u0dn4.jpg""&&&&""http://wx3.sinaimg.cn/bmiddle/726c1f87ly1gkn6tq2gacj21400u0gr8.jpg""&&&&""http://wx2.sinaimg.cn/bmiddle/726c1f87ly1gkn6tr0e4hj21400u07em.jpg""&&&&""http://wx4.sinaimg.cn/bmiddle/726c1f87ly1gkn6tpekhjj21400u0wj7.jpg""&&&&""http://wx2.sinaimg.cn/bmiddle/726c1f87ly1gkn6tnkzsqj21400u07ae.jpg""&&&&""http://wx1.sinaimg.cn/bmiddle/726c1f87ly1gkn6to7qn4j21400u0djx.jpg""&&&&""http://wx1.sinaimg.cn/bmiddle/726c1f87ly1gkn6totov4j21400u0gr4.jpg""&&&&""http://wx1.sinaimg.cn/bmiddle/726c1f87ly1gkn6tmqrv1j20u0140n43.jpg""]""",4db925b16402a1c4e141231e57c683b7,f18d0620ec55b0c9420ff4f959302714,613f2b52989d4092ee91ab42d6d42a8b,5c0eeb200f7932f5c763e5c4598e99a4,613f2b52989d4092ee91ab42d6d42a8b,5c0eeb200f7932f5c763e5c4598e99a4
转发微博 ,非敏感,转发,2020/11/14 6:32,@长三角铁路 #合安高铁开始试运行# 今天上午7点40分，G55401次合安高铁试运行动车组列车从合肥南站出发，中途停靠肥西站，上午8点41分到达安庆站，小编全程跟车体验，最新体验视频来啦！一起来看看合肥安庆间的高铁速度吧[馋嘴][馋嘴][馋嘴]，从外面的场景你能判断出都是哪里取的景呢[挖鼻]#在路上看中国# @中国铁路 @微博交通 ??? http://t.cn/A6GS8Xxz,普通,浙江, ,女,转发微博 【原微博】 @长三角铁路 #合安高铁开始试运行# 今天上午7点40分，G55401次合安高铁试运行动车组列车从合肥南站出发，中途停靠肥西站，上午8点41分到达安庆站，小编全程跟车体验，最新体验视频来啦！一起来看看合肥安庆间的高铁速度吧[馋嘴][馋嘴][馋嘴]，从外面的场景你能判断出都是哪里取的景呢[挖鼻]#在路上看中国# @中国铁路 @微博交通 ??? http://t.cn/A6GS8Xxz,127,2786,0,0,0,在路上看中国;合安高铁开始试运行,中性,其他, ,4db925b16402a1c4e141231e57c683b7,3a481798f1543d13d6d8d9982fcd492e,feb496722d871dc0cc907788feeddfd5,5c0eeb200f7932f5c763e5c4598e99a4,feb496722d871dc0cc907788feeddfd5,5c0eeb200f7932f5c763e5c4598e99a4
转发微博 ,非敏感,转发,2020/11/14 6:33,@长三角铁路 #在路上看中国# 【合安高铁今日试运行！】11月13日7时40分，G55401次动车组列车从合肥南沪蓉场出发，沿着合肥至安庆高速铁路驶向千年古城、“黄梅戏”故乡——安庆，进行运行图参数等项目测试。这标志着合安高铁正式进入试运行阶段，距离12月中旬线路具备开通运营条件的目标越来越近。#合安高铁开始试运行# @中国铁路 @微博交通  http://t.cn/A6GSmSKx,普通,浙江, ,女,转发微博 【原微博】 @长三角铁路 #在路上看中国# 【合安高铁今日试运行！】11月13日7时40分，G55401次动车组列车从合肥南沪蓉场出发，沿着合肥至安庆高速铁路驶向千年古城、“黄梅戏”故乡——安庆，进行运行图参数等项目测试。这标志着合安高铁正式进入试运行阶段，距离12月中旬线路具备开通运营条件的目标越来越近。#合安高铁开始试运行# @中国铁路 @微博交通  http://t.cn/A6GSmSKx,127,2786,0,0,0,在路上看中国;合安高铁开始试运行,中性,其他, ,4db925b16402a1c4e141231e57c683b7,40a84265b314a21dad7f2f257cc0ca4a,db4e5da3f492af9511f49cdec0592607,5c0eeb200f7932f5c763e5c4598e99a4,db4e5da3f492af9511f49cdec0592607,5c0eeb200f7932f5c763e5c4598e99a4
转发微博 ,非敏感,转发,2020/11/14 6:33,@长三角铁路 #合安高铁开始试运行# 美图欣赏:试运行列车奔驰在合安高铁上。（摄影:刘振华）#在路上看中国# @中国铁路 @微博交通 ??,普通,浙江, ,女,转发微博 【原微博】 @长三角铁路 #合安高铁开始试运行# 美图欣赏:试运行列车奔驰在合安高铁上。（摄影:刘振华）#在路上看中国# @中国铁路 @微博交通 ??,127,2786,0,0,0,在路上看中国;合安高铁开始试运行,中性,其他,"[http://wx3.sinaimg.cn/bmiddle/726c1f87ly1gknekv8ohmj21400u0ah1.jpg""]""",4db925b16402a1c4e141231e57c683b7,f81f8b0a8c538c7dacdcd803d073a080,8b55641f9a0a4b7e6084ab07ff0e4a0d,5c0eeb200f7932f5c763e5c4598e99a4,8b55641f9a0a4b7e6084ab07ff0e4a0d,5c0eeb200f7932f5c763e5c4598e99a4
